ID,drydown,nutrient_deficiency,weed_cluster,water,endrow,double_plant,waterway,storm_damage,planter_skip
1BFUWHD9T_7375-4590-7887-5102,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7375-3054-7887-3566,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7375-4078-7887-4590,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7375-3566-7887-4078,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7375-5102-7887-5614,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7375-5614-7887-6126,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7887-3054-8399-3566,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7887-2030-8399-2542,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7887-1006-8399-1518,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7887-2542-8399-3054,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7887-3566-8399-4078,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7375-6126-7887-6638,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7887-1518-8399-2030,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7887-4078-8399-4590,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7887-4590-8399-5102,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7887-5102-8399-5614,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7887-5614-8399-6126,1,0,0,0,0,0,0,0,0
1BFUWHD9T_7887-6126-8399-6638,1,0,0,0,0,0,0,0,0
1BG9DLM36_6193-2139-6705-2651,0,1,0,0,0,0,0,0,0
1BG9DLM36_5915-477-6427-989,0,1,0,0,0,0,0,0,0
1BG9DLM36_6193-2651-6705-3163,0,1,0,0,0,0,0,0,0
1BG9DLM36_10762-610-11274-1122,0,1,0,0,0,0,0,0,0
1BG9DLM36_10250-610-10762-1122,0,1,0,0,0,0,0,0,0
1BG9DLM36_7148-456-7660-968,0,1,0,0,0,0,0,0,0
1C11HIBEV_859-4009-1371-4521,0,0,0,1,0,0,0,0,0
1BG9DLM36_9738-610-10250-1122,0,1,0,0,0,0,0,0,0
1C11HIBEV_1349-2512-1861-3024,0,0,1,0,0,0,0,0,0
1CV4ZALF3_2167-3633-2679-4145,0,0,0,1,0,0,0,0,0
1D2NAMJH2_1245-2005-1757-2517,0,0,1,0,0,0,0,0,0
1C11HIBEV_1140-2325-1652-2837,0,0,1,0,0,0,0,0,0
1CV4ZALF3_2679-3633-3191-4145,0,0,0,1,0,0,0,0,0
1D2NAMJH2_12177-4023-12689-4535,0,0,1,0,0,0,0,0,0
1D2NAMJH2_1245-2517-1757-3029,0,0,1,0,0,0,0,0,0
1D2NAMJH2_12767-5123-13279-5635,0,0,1,0,0,0,0,0,0
1D2NAMJH2_13172-5507-13684-6019,0,0,1,0,0,0,0,0,0
1D2NAMJH2_1757-2005-2269-2517,0,0,1,0,0,0,0,0,0
1D2NAMJH2_2890-613-3402-1125,0,0,1,0,0,0,0,0,0
1D8DJVFJN_1352-1968-1864-2480,1,0,0,0,0,0,0,0,0
1D2NAMJH2_733-2005-1245-2517,0,0,1,0,0,0,0,0,0
1D2NAMJH2_733-2517-1245-3029,0,0,1,0,0,0,0,0,0
1D2NAMJH2_1757-2517-2269-3029,0,0,1,0,0,0,0,0,0
1D8DJVFJN_1375-1154-1887-1666,1,0,0,0,0,0,0,0,0
1D8DJVFJN_256-831-768-1343,1,0,0,0,0,0,0,0,0
1D8DJVFJN_1382-2597-1894-3109,1,0,0,0,0,0,0,0,0
1D8DJVFJN_1383-1655-1895-2167,1,0,0,0,0,0,0,0,0
1DEGPM1UA_1232-2021-1744-2533,0,0,1,0,0,0,0,0,0
1D8DJVFJN_1375-642-1887-1154,1,0,0,0,0,0,0,0,0
1DEGPM1UA_1232-1509-1744-2021,0,0,1,0,0,0,0,0,0
1D8DJVFJN_142-517-654-1029,1,0,0,0,0,0,0,0,0
1D8DJVFJN_469-403-981-915,1,0,0,0,0,0,0,0,0
1DEGPM1UA_1110-355-1622-867,0,0,1,0,1,0,0,0,0
1DEGPM1UA_1162-622-1674-1134,0,0,1,0,1,0,0,0,0
1DEGPM1UA_1604-2224-2116-2736,0,0,1,0,0,0,0,0,0
1DEGPM1UA_1413-729-1925-1241,0,0,1,0,1,0,0,0,0
1DEGPM1UA_2134-355-2646-867,0,0,1,0,1,0,0,0,0
1DEGPM1UA_1622-355-2134-867,0,0,1,0,1,0,0,0,0
1DEGPM1UA_1909-619-2421-1131,0,0,0,0,1,0,0,0,0
1DEGPM1UA_1900-2405-2412-2917,0,0,1,0,0,0,0,0,0
1DEGPM1UA_1987-2647-2499-3159,0,0,1,0,0,0,0,0,0
1DEGPM1UA_2649-2763-3161-3275,0,0,1,0,0,0,0,0,0
1DEGPM1UA_507-679-1019-1191,0,0,1,0,0,0,0,0,0
1DEGPM1UA_2217-2772-2729-3284,0,0,1,0,0,0,0,0,0
1DEGPM1UA_2251-1999-2763-2511,0,0,1,0,0,0,0,0,0
1DEGPM1UA_2417-2957-2929-3469,0,0,1,0,0,0,0,0,0
1DEGPM1UA_2649-2251-3161-2763,0,0,1,0,0,0,0,0,0
1DQUZKY8G_2170-927-2682-1439,0,0,0,0,0,0,0,1,0
1DQUZKY8G_1759-304-2271-816,0,0,0,0,0,0,0,1,0
1DEGPM1UA_720-1509-1232-2021,0,0,1,0,0,0,0,0,0
1DEGPM1UA_720-997-1232-1509,0,0,1,0,0,0,0,0,0
1DEGPM1UA_598-355-1110-867,0,0,1,0,0,0,0,0,0
1EE4EWQJC_2945-4373-3457-4885,0,0,0,1,0,0,0,0,0
1EE4EWQJC_1383-5115-1895-5627,0,0,0,1,0,0,0,0,0
1EJW7ZAF7_176-5129-688-5641,0,0,0,0,0,1,0,0,0
1FPBNGD9F_1105-7380-1617-7892,0,0,1,0,0,0,0,0,0
1EE4EWQJC_5604-552-6116-1064,0,0,0,1,0,0,0,0,0
1EE4EWQJC_5092-552-5604-1064,0,0,0,1,0,0,0,0,0
1EE4EWQJC_3457-4373-3969-4885,0,0,0,1,0,0,0,0,0
1FPBNGD9F_1105-7892-1617-8404,0,0,1,0,0,0,0,0,0
1FPBNGD9F_1708-3937-2220-4449,0,0,1,0,0,0,0,0,0
1FPBNGD9F_1272-6823-1784-7335,0,0,1,0,0,0,0,0,0
1FPBNGD9F_1617-6868-2129-7380,0,0,1,0,0,0,0,0,0
1FPBNGD9F_1617-7380-2129-7892,0,0,1,0,0,0,0,0,0
1FPBNGD9F_1196-3937-1708-4449,0,0,1,0,0,0,0,0,0
1FPBNGD9F_2129-7892-2641-8404,0,0,1,0,0,0,0,0,0
1FPBNGD9F_2129-7380-2641-7892,0,0,1,0,0,0,0,0,0
1FPBNGD9F_1617-7892-2129-8404,0,0,1,0,0,0,0,0,0
1FPBNGD9F_2129-6868-2641-7380,0,0,1,0,0,0,0,0,0
1FPBNGD9F_3110-4667-3622-5179,0,0,1,0,0,0,0,0,0
1FPBNGD9F_3480-5116-3992-5628,0,0,1,0,0,0,0,0,0
1FPBNGD9F_3956-5976-4468-6488,0,0,1,0,0,0,0,0,0
1FPBNGD9F_3491-5431-4003-5943,0,0,1,0,0,0,0,0,0
1FPBNGD9F_3622-4667-4134-5179,0,0,1,0,0,0,0,0,0
1FPBNGD9F_3956-4952-4468-5464,0,0,1,0,0,0,0,0,0
1FPBNGD9F_3740-4234-4252-4746,0,0,1,0,0,0,0,0,0
1FPBNGD9F_3917-3817-4429-4329,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4429-3817-4941-4329,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4468-4952-4980-5464,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4003-5431-4515-5943,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4468-5464-4980-5976,0,0,1,0,0,0,0,0,0
1FPBNGD9F_3989-4490-4501-5002,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4252-4234-4764-4746,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4812-1378-5324-1890,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4812-1890-5324-2402,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4501-4490-5013-5002,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4468-5976-4980-6488,0,0,1,0,0,0,1,0,0
1FPBNGD9F_4812-866-5324-1378,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4915-7959-5427-8471,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4993-6859-5505-7371,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4921-6204-5433-6716,0,0,0,0,0,0,1,0,0
1FPBNGD9F_4825-3856-5337-4368,0,0,1,0,0,0,0,0,0
1FPBNGD9F_4993-7371-5505-7883,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5070-2544-5582-3056,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5070-3056-5582-3568,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5324-1378-5836-1890,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5324-1890-5836-2402,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5324-866-5836-1378,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5070-3568-5582-4080,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5505-6859-6017-7371,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5427-7447-5939-7959,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5433-6204-5945-6716,0,0,0,0,0,0,1,0,0
1FPBNGD9F_5427-7959-5939-8471,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5582-2544-6094-3056,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5582-3056-6094-3568,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5582-3568-6094-4080,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5965-4233-6477-4745,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5836-1378-6348-1890,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5945-6204-6457-6716,0,0,0,0,0,0,1,0,0
1FPBNGD9F_5877-5180-6389-5692,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5805-3966-6317-4478,0,0,1,0,0,0,0,0,0
1FPBNGD9F_5836-866-6348-1378,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6066-4679-6578-5191,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6177-5305-6689-5817,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6094-2544-6606-3056,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6094-3056-6606-3568,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6127-3751-6639-4263,0,0,1,0,0,0,0,0,0
1FPBNGD9F_613-6461-1125-6973,0,0,0,0,0,0,1,0,0
1FPBNGD9F_6347-4153-6859-4665,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6348-1378-6860-1890,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6348-866-6860-1378,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6423-4924-6935-5436,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6512-6006-7024-6518,0,0,0,0,0,0,1,0,0
1FPBNGD9F_6606-3056-7118-3568,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6606-2544-7118-3056,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6634-866-7146-1378,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6719-4855-7231-5367,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6606-3568-7118-4080,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6787-6690-7299-7202,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6859-4153-7371-4665,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6966-5598-7478-6110,0,0,0,0,0,0,1,0,0
1FPBNGD9F_7001-775-7513-1287,0,0,1,0,0,0,0,0,0
1FPBNGD9F_7248-4671-7760-5183,0,0,1,0,0,0,0,0,0
1FPBNGD9F_6994-4775-7506-5287,0,0,1,0,0,0,0,0,0
1FPBNGD9F_7073-6873-7585-7385,0,0,1,0,0,0,0,0,0
1FPBNGD9F_751-7757-1263-8269,0,0,1,0,0,0,0,0,0
1FPBNGD9F_7248-7332-7760-7844,0,0,1,0,0,0,0,0,0
1FPBNGD9F_7304-7020-7816-7532,0,0,1,0,0,0,0,0,0
1FPBNGD9F_751-8269-1263-8781,0,0,1,0,0,0,0,0,0
1FPBNGD9F_7585-6873-8097-7385,0,0,1,0,0,0,0,0,0
1FPBNGD9F_7647-1577-8159-2089,0,0,1,0,0,0,0,0,0
1FPBNGD9F_7647-2089-8159-2601,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8159-2601-8671-3113,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8159-1577-8671-2089,0,0,1,0,0,0,0,0,0
1FPBNGD9F_7647-2601-8159-3113,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8159-1065-8671-1577,0,0,1,0,0,0,0,0,0
1FPBNGD9F_765-5403-1277-5915,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8159-3113-8671-3625,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8504-5075-9016-5587,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8671-1065-9183-1577,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8671-1577-9183-2089,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8515-4803-9027-5315,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8671-2089-9183-2601,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8671-2601-9183-3113,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8671-3113-9183-3625,0,0,1,0,0,0,0,0,0
1FPBNGD9F_8671-3625-9183-4137,0,0,1,0,0,0,0,0,0
1FPJZFY7T_1387-1091-1899-1603,0,0,0,0,0,1,0,0,0
1FPJZFY7T_2290-5807-2802-6319,0,0,0,0,0,0,0,0,1
1FPJZFY7T_1969-5711-2481-6223,0,0,0,0,0,1,0,0,1
1FPJZFY7T_469-3538-981-4050,0,0,0,0,0,1,0,0,1
1FPJZFY7T_5678-3070-6190-3582,0,0,0,0,0,1,0,0,1
1FPJZFY7T_479-417-991-929,0,0,0,0,0,1,0,0,0
1FPJZFY7T_5421-3717-5933-4229,0,0,0,0,0,1,0,0,1
1FPJZFY7T_515-3043-1027-3555,0,0,0,0,0,1,0,0,1
1FPJZFY7T_5686-4007-6198-4519,0,0,0,0,0,1,0,0,1
1HBK68KTK_10098-14443-10610-14955,0,0,0,1,0,0,0,0,0
1FPJZFY7T_5689-3531-6201-4043,0,0,0,0,0,1,0,0,1
1HBK68KTK_10160-10448-10672-10960,0,0,0,1,0,0,0,0,0
1HBK68KTK_10323-14593-10835-15105,0,0,0,1,0,0,0,0,0
1FPJZFY7T_602-3883-1114-4395,0,0,0,0,0,1,0,0,1
1HBK68KTK_10160-9936-10672-10448,0,0,0,1,0,0,0,0,0
1HBK68KTK_10421-14902-10933-15414,0,0,0,1,0,0,0,0,0
1HBK68KTK_10098-14955-10610-15467,0,0,0,1,0,0,0,0,0
1HBK68KTK_10672-10448-11184-10960,0,0,0,1,0,0,0,0,0
1HBK68KTK_10672-9936-11184-10448,0,0,0,1,0,0,0,0,0
1HBK68KTK_11764-13980-12276-14492,0,0,0,1,0,0,0,0,0
1HBK68KTK_12276-13980-12788-14492,0,0,0,1,0,0,0,0,0
1HBK68KTK_12375-13523-12887-14035,0,0,0,1,0,0,0,0,0
1HBK68KTK_11863-13523-12375-14035,0,0,0,1,0,0,0,0,0
1HBK68KTK_2280-4296-2792-4808,0,0,0,1,0,0,0,0,0
1HBK68KTK_11252-13980-11764-14492,0,0,0,1,0,0,0,0,0
1HBK68KTK_2410-4660-2922-5172,0,0,0,1,0,0,0,0,0
1HBK68KTK_1902-3112-2414-3624,0,0,0,1,0,0,0,0,0
1HBK68KTK_2907-6886-3419-7398,0,0,0,1,0,0,0,0,0
1HBK68KTK_3312-11262-3824-11774,0,0,0,1,0,0,0,0,0
1HBK68KTK_2907-7398-3419-7910,0,0,0,1,0,0,0,0,0
1HBK68KTK_3830-9693-4342-10205,0,0,0,1,0,0,0,0,0
1HBK68KTK_3419-6886-3931-7398,0,0,0,1,0,0,0,0,0
1HBK68KTK_3419-7398-3931-7910,0,0,0,1,0,0,0,0,0
1HBK68KTK_3339-2305-3851-2817,0,0,0,1,0,0,0,0,0
1HBK68KTK_3739-12218-4251-12730,0,0,0,1,0,0,0,0,0
1HBK68KTK_3858-16564-4370-17076,0,0,0,1,0,0,0,0,0
1HBK68KTK_3851-2305-4363-2817,0,0,0,1,0,0,0,0,0
1HBK68KTK_3931-6374-4443-6886,0,0,0,1,0,0,0,0,0
1HBK68KTK_3867-17633-4379-18145,0,0,0,1,0,0,0,0,0
1HBK68KTK_3931-6886-4443-7398,0,0,0,1,0,0,0,0,0
1HBK68KTK_3936-15052-4448-15564,0,0,0,1,0,0,0,0,0
1HBK68KTK_3903-10968-4415-11480,0,0,0,1,0,0,0,0,0
1HBK68KTK_4124-2727-4636-3239,0,0,0,1,0,0,0,0,0
1HBK68KTK_4124-3239-4636-3751,0,0,0,1,0,0,0,0,0
1HBK68KTK_4230-7841-4742-8353,0,0,0,1,0,0,0,0,0
1HBK68KTK_4342-9181-4854-9693,0,0,0,1,0,0,0,0,0
1HBK68KTK_4516-14827-5028-15339,0,0,0,1,0,0,0,0,0
1HBK68KTK_4636-3239-5148-3751,0,0,0,1,0,0,0,0,0
1HBK68KTK_4742-7841-5254-8353,0,0,0,1,0,0,0,0,0
1HBK68KTK_4443-6374-4955-6886,0,0,0,1,0,0,0,0,0
1HBK68KTK_4342-9693-4854-10205,0,0,0,1,0,0,0,0,0
1HBK68KTK_4636-2727-5148-3239,0,0,0,1,0,0,0,0,0
1HBK68KTK_4774-11510-5286-12022,0,0,0,1,0,0,0,0,0
1HBK68KTK_4941-4134-5453-4646,0,0,0,1,0,0,0,0,0
1HBK68KTK_4955-7398-5467-7910,0,0,0,1,0,0,0,0,0
1HBK68KTK_4941-3622-5453-4134,0,0,0,1,0,0,0,0,0
1HBK68KTK_4955-6374-5467-6886,0,0,0,1,0,0,0,0,0
1HBK68KTK_4854-9181-5366-9693,0,0,0,1,0,0,0,0,0
1HBK68KTK_4851-16140-5363-16652,0,0,0,1,0,0,0,0,0
1HBK68KTK_5028-14827-5540-15339,0,0,0,1,0,0,0,0,0
1HBK68KTK_4973-1539-5485-2051,0,0,0,1,0,0,0,0,0
1HBK68KTK_5238-15959-5750-16471,0,0,0,1,0,0,0,0,0
1HBK68KTK_5238-15447-5750-15959,0,0,0,1,0,0,0,0,0
1HBK68KTK_5254-7841-5766-8353,0,0,0,1,0,0,0,0,0
1HBK68KTK_5485-1539-5997-2051,0,0,0,1,0,0,0,0,0
1HBK68KTK_5467-6374-5979-6886,0,0,0,1,0,0,0,0,0
1HBK68KTK_5485-1027-5997-1539,0,0,0,1,0,0,0,0,0
1HBK68KTK_5366-9181-5878-9693,0,0,0,1,0,0,0,0,0
1HBK68KTK_5461-13803-5973-14315,0,0,0,1,0,0,0,0,0
1HBK68KTK_5467-7398-5979-7910,0,0,0,1,0,0,0,0,0
1HBK68KTK_5511-712-6023-1224,0,0,0,1,0,0,0,0,0
1HBK68KTK_5874-13484-6386-13996,0,0,0,1,0,0,0,0,0
1HBK68KTK_5766-7329-6278-7841,0,0,0,1,0,0,0,0,0
1HBK68KTK_5750-15959-6262-16471,0,0,0,1,0,0,0,0,0
1HBK68KTK_5886-10014-6398-10526,0,0,0,1,0,0,0,0,0
1HBK68KTK_5668-13645-6180-14157,0,0,0,1,0,0,0,0,0
1HBK68KTK_5750-15447-6262-15959,0,0,0,1,0,0,0,0,0
1HBK68KTK_5979-6374-6491-6886,0,0,0,1,0,0,0,0,0
1HBK68KTK_5997-1027-6509-1539,0,0,0,1,0,0,0,0,0
1HBK68KTK_6239-2034-6751-2546,0,0,0,1,0,0,0,0,0
1HBK68KTK_6343-12890-6855-13402,0,0,0,1,0,0,0,0,0
1HBK68KTK_6347-14222-6859-14734,0,0,0,1,0,0,0,0,0
1HBK68KTK_6544-4733-7056-5245,0,0,0,1,0,0,0,0,0
1HBK68KTK_6583-12703-7095-13215,0,0,0,1,0,0,0,0,0
1HBK68KTK_6425-11695-6937-12207,0,0,0,1,0,0,0,0,0
1HBK68KTK_6491-6374-7003-6886,0,0,0,1,0,0,0,0,0
1HBK68KTK_6347-14734-6859-15246,0,0,0,1,0,0,0,0,0
1HBK68KTK_6457-11186-6969-11698,0,0,0,1,0,0,0,0,0
1HBK68KTK_6619-8384-7131-8896,0,0,0,1,0,0,0,0,0
1HBK68KTK_6937-11695-7449-12207,0,0,0,1,0,0,0,0,0
1HBK68KTK_6859-14222-7371-14734,0,0,0,1,0,0,0,0,0
1HBK68KTK_7131-8384-7643-8896,0,0,0,1,0,0,0,0,0
1HBK68KTK_6937-11183-7449-11695,0,0,0,1,0,0,0,0,0
1HBK68KTK_7003-6374-7515-6886,0,0,0,1,0,0,0,0,0
1HBK68KTK_7214-4763-7726-5275,0,0,0,1,0,0,0,0,0
1HBK68KTK_7449-11183-7961-11695,0,0,0,1,0,0,0,0,0
1HBK68KTK_7449-11695-7961-12207,0,0,0,1,0,0,0,0,0
1HBK68KTK_7515-6886-8027-7398,0,0,0,1,0,0,0,0,0
1HBK68KTK_7515-6374-8027-6886,0,0,0,1,0,0,0,0,0
1HBK68KTK_7643-8384-8155-8896,0,0,0,1,0,0,0,0,0
1HBK68KTK_7726-4763-8238-5275,0,0,0,1,0,0,0,0,0
1HBK68KTK_8027-6886-8539-7398,0,0,0,1,0,0,0,0,0
1HBK68KTK_8539-6886-9051-7398,0,0,0,1,0,0,0,0,0
1HBK68KTK_7961-11183-8473-11695,0,0,0,1,0,0,0,0,0
1HBK68KTK_8548-14509-9060-15021,0,0,0,1,0,0,0,0,0
1HBK68KTK_7933-14709-8445-15221,0,0,0,1,0,0,0,0,0
1HBK68KTK_9586-14443-10098-14955,0,0,0,1,0,0,0,0,0
1HBK68KTK_9648-9936-10160-10448,0,0,0,1,0,0,0,0,0
1HBK68KTK_9586-14955-10098-15467,0,0,0,1,0,0,0,0,0
1I3LE3VQK_6750-12528-7262-13040,0,0,0,1,0,0,0,0,0
1I3LE3VQK_6836-12232-7348-12744,0,0,0,1,0,0,0,0,0
1I3LE3VQK_7148-12711-7660-13223,0,0,0,1,0,0,0,0,0
1I3LE3VQK_7003-12413-7515-12925,0,0,0,1,0,0,0,0,0
1I68TMCRK_5746-4256-6258-4768,0,0,0,0,0,0,0,0,1
1IDXYQ1V8_4513-4666-5025-5178,0,0,0,0,0,0,0,0,1
1IDXYQ1V8_4669-757-5181-1269,0,0,0,0,0,0,0,0,1
1IG2E6CMG_220-2981-732-3493,0,0,0,0,0,1,0,0,0
1IG2E6CMG_1255-305-1767-817,0,0,0,0,0,1,0,0,0
1IG2E6CMG_204-2008-716-2520,0,0,0,0,0,0,0,0,1
1IG2E6CMG_1450-1218-1962-1730,0,0,0,0,0,0,0,0,1
1IG2E6CMG_351-722-863-1234,0,0,0,0,0,1,0,0,0
1IG2E6CMG_3656-437-4168-949,0,0,0,0,0,1,0,0,0
1IG2E6CMG_3850-3857-4362-4369,0,0,0,0,0,1,0,0,0
1IG2E6CMG_300-437-812-949,0,0,0,0,0,1,0,0,0
1IG2E6CMG_5430-4019-5942-4531,0,0,0,0,0,1,0,0,0
1J1YDIPXC_10171-7193-10683-7705,1,0,0,0,0,0,0,0,0
1IG2E6CMG_4918-4019-5430-4531,0,0,0,0,0,1,0,0,0
1IG2E6CMG_576-494-1088-1006,0,0,0,0,0,1,0,0,0
1J1YDIPXC_10171-6169-10683-6681,1,0,0,0,0,0,0,0,0
1IG2E6CMG_849-452-1361-964,0,0,0,0,0,1,0,0,0
1J1YDIPXC_10171-6681-10683-7193,1,0,0,0,0,0,0,0,0
1J1YDIPXC_10189-4823-10701-5335,1,0,0,0,0,0,0,0,0
1J1YDIPXC_10233-5099-10745-5611,1,0,0,0,0,0,0,0,0
1J1YDIPXC_10287-3538-10799-4050,1,0,0,0,0,0,0,0,0
1J1YDIPXC_10287-4050-10799-4562,1,0,0,0,0,0,0,0,0
1J1YDIPXC_10287-4562-10799-5074,1,0,0,0,0,0,0,0,0
1J1YDIPXC_10449-1000-10961-1512,1,0,0,0,0,0,0,0,0
1J1YDIPXC_10449-488-10961-1000,1,0,0,0,0,0,0,0,0
1J1YDIPXC_10449-3048-10961-3560,1,0,0,0,0,0,0,0,0
1J1YDIPXC_10449-2536-10961-3048,1,0,0,0,0,0,0,0,0
1J1YDIPXC_10287-5887-10799-6399,1,0,0,0,0,0,0,0,0
1J1YDIPXC_10449-2024-10961-2536,1,0,0,0,0,0,0,0,0
1J1YDIPXC_1233-1000-1745-1512,1,0,0,0,0,0,0,0,0
1J1YDIPXC_1207-6619-1719-7131,1,0,0,0,0,0,0,0,0
1J1YDIPXC_1207-5595-1719-6107,1,0,0,0,0,0,0,0,0
1J1YDIPXC_1233-488-1745-1000,1,0,0,0,0,0,0,0,0
1J1YDIPXC_1207-6107-1719-6619,1,0,0,0,0,0,0,0,0
1J1YDIPXC_1745-488-2257-1000,1,0,0,0,0,0,0,0,0
1J1YDIPXC_1745-1000-2257-1512,1,0,0,0,0,0,0,0,0
1J1YDIPXC_2257-1000-2769-1512,1,0,0,0,0,0,0,0,0
1J1YDIPXC_2769-488-3281-1000,1,0,0,0,0,0,0,0,0
1J1YDIPXC_2879-5689-3391-6201,1,0,0,0,0,0,0,0,0
1J1YDIPXC_2257-488-2769-1000,1,0,0,0,0,0,0,0,0
1J1YDIPXC_3281-1000-3793-1512,1,0,0,0,0,0,0,0,0
1J1YDIPXC_2808-5395-3320-5907,1,0,0,0,0,0,0,0,0
1J1YDIPXC_2769-1000-3281-1512,1,0,0,0,0,0,0,0,0
1J1YDIPXC_2769-1512-3281-2024,1,0,0,0,0,0,0,0,0
1J1YDIPXC_3281-488-3793-1000,1,0,0,0,0,0,0,0,0
1J1YDIPXC_3281-1512-3793-2024,1,0,0,0,0,0,0,0,0
1J1YDIPXC_3320-5395-3832-5907,1,0,0,0,0,0,0,0,0
1J1YDIPXC_3903-5689-4415-6201,1,0,0,0,0,0,0,0,0
1J1YDIPXC_3793-1000-4305-1512,1,0,0,0,0,0,0,0,0
1J1YDIPXC_3793-488-4305-1000,1,0,0,0,0,0,0,0,0
1J1YDIPXC_3992-6349-4504-6861,1,0,0,0,0,0,0,0,0
1J1YDIPXC_3793-1512-4305-2024,1,0,0,0,0,0,0,0,0
1J1YDIPXC_3391-5689-3903-6201,1,0,0,0,0,0,0,0,0
1J1YDIPXC_3832-5395-4344-5907,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4305-1512-4817-2024,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4344-5395-4856-5907,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4339-7162-4851-7674,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4339-6650-4851-7162,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4305-488-4817-1000,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4817-1512-5329-2024,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4415-5689-4927-6201,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4504-6349-5016-6861,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4393-5962-4905-6474,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4817-488-5329-1000,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4851-6650-5363-7162,1,0,0,0,0,0,0,0,0
1J1YDIPXC_4856-5395-5368-5907,1,0,0,0,0,0,0,0,0
